source,cls,subject,tgt_mean,tgt_std,ring_mean,ring_std,contrast_z,contrast_abs
hu_lwk1,l1_center,19927245_20220630115323,184.0046838407494,28.663287547018886,195.64827930174565,85.08872402317515,-0.13684063849616898,-11.643595460996238
hu_lwk1,l1_center,20856602_20240828100450,226.3584779706275,46.986295315582815,230.4222378606615,93.77326577753287,-0.04333601707270005,-4.063759890034021
hu_lwk1,l1_center,20985852_20201128161159,137.8401913875598,21.448019102200252,140.78822733423544,36.04570391518638,-0.08178605339005623,-2.9480359466756454
hu_lwk1,l1_center,21443565_20230618201728,176.2097902097902,24.896134770871857,165.16356132075472,52.713906256211864,0.20955056196737892,11.04622888903549
hu_lwk1,l1_center,21711659_20210810001648,247.29137931034484,24.711359837007244,243.17688937568457,53.03993651655313,0.07757343102782101,4.11448993466027
hu_lwk1,l1_center,21711659_20230815221838,243.67023172905525,27.217156461112072,241.39580123266563,52.39664716508404,0.04340793879073438,2.2744304963896127
hu_lwk1,l1_center,21962171_20240605135713,138.13861386138615,115.85608217222106,148.92226328533198,118.64976017453301,-0.09088639806095483,-10.783649423945832
hu_lwk1,l1_center,23942151_20211012012728,167.48496993987976,21.584648912745166,174.47368421052633,45.05521910583263,-0.1551144185785887,-6.988714270646568
hu_lwk1,l1_center,24168972_20220508154531,156.01268742791234,39.003901565087936,153.81582071831403,34.642799296756884,0.06341481320157517,2.1968667095983108
hu_lwk1,l1_center,24876713_20230403123149,148.02147131291798,25.48683802363037,152.8307722423412,48.81768260971523,-0.09851554956749557,-4.809300929423216
hu_lwk1,l1_center,25203011_20241005201011,226.64931506849314,28.0169116733718,226.539373088685,71.77868515388421,0.0015316800250763265,0.10994197980812714
hu_lwk1,l1_center,26183839_20201217114443,240.02626711061782,36.23610828791056,273.0331369032368,117.54232820148886,-0.28080836934955783,-33.006869792619
hu_lwk1,l1_center,26245249_20230417165056,152.03973509933775,25.524748185001798,149.26943779904306,35.15693726991412,0.07879802498801196,2.7702973002946862
hu_lwk1,l1_center,26535115_20240510012711,134.47074468085106,19.913755415907854,130.55668016194332,34.128268197979956,0.11468687428014687,3.914064518907736
hu_lwk1,l1_center,27441734_20211016160607,163.9632796780684,36.69063060172121,175.19682501790405,67.44297825402518,-0.16656359882211455,-11.233545339835644
hu_lwk1,l1_center,27441734_20240726125039,131.1410352588147,29.158406458435035,152.63646308113036,85.29061169055747,-0.2520257170657589,-21.495427822315662
hu_lwk1,l1_center,28077955_20230612231845,168.38929440389293,63.187289282852994,181.20878977569117,100.19677609300906,-0.12794319082637123,-12.81949537179824
hu_lwk1,l1_center,28279914_20210712083038,181.8802197802198,37.20170656542879,178.66250528988573,54.662475080797584,0.058865143349487115,3.2177144903340604
hu_lwk1,l1_center,29541000_20221009144137,165.44278283485045,24.51895401337354,182.37448078920042,50.392837141468405,-0.33599413287295743,-16.93169795434997
hu_lwk1,l1_center,33839529_20240907143657,201.96156991005725,27.067209795331227,209.35426813637528,81.02183286642241,-0.09124328435352488,-7.392698226318032
hu_lwk1,l1_center,43503901_20220812204636,214.18085106382978,23.052266899477985,222.56002759889606,48.97703152048495,-0.17108379384891553,-8.379176535066279
hu_lwk1,l1_center,43517015_20220821155224,216.1830624465355,18.32948198582385,210.23783783783784,56.358905995239354,0.10548864280139165,5.945224608697657
hu_lwk1,l1_center,43560590_20220910080841,189.85573770491803,25.098863697028616,179.4550468836183,46.969195287249676,0.22143642309083125,10.400690821299719
hu_lwk1,l1_center,43787241_20221229165954,178.77626459143968,18.66160201959557,179.61807029959897,33.47236629599032,-0.025149273151652034,-0.8418057081592849
hu_lwk1,l1_center,43797212_20230110192527,146.3548387096774,22.605989726569465,146.63239481176842,33.009958151483524,-0.008408253424892166,-0.2775561020910118
hu_lwk1,l1_center,43921940_20230303205949,165.57120253164558,20.62399962614512,175.47840589887642,48.81649409259692,-0.20294786318514857,-9.907203367230835
hu_lwk1,l1_center,43942832_20230325194821,148.70964187327823,23.356525049890887,164.65534554046073,39.485239110002176,-0.40383960241242717,-15.9457036671825
hu_lwk1,l1_center,44043319_20230502105149,175.28256070640177,23.2597309138456,164.82332506203474,32.51975619204603,0.321627113714282,10.459235644367027
hu_lwk1,l1_center,44085976_20230611061626,192.3584288052373,23.44490718296327,194.7233581164808,44.09307056663699,-0.053634941436760994,-2.364929311243486
hu_lwk1,l1_center,44151758_20230622162215,172.79296235679215,30.60214870396732,192.81114050558494,60.42026087411467,-0.3313156469017063,-20.0181781487928
hu_lwk1,l1_center,44203820_20230714171443,132.9423197492163,49.97493223279102,147.5351724137931,62.3148391986792,-0.23417941244894847,-14.59285266457681
hu_lwk1,l1_center,44316900_20230905181914,126.91612903225807,24.534916777686657,141.04625948680882,44.81033963866324,-0.315331913419087,-14.130130454550752
hu_lwk1,l1_center,44348934_20231121083650,273.9708576186511,29.140190306595866,271.4096515572001,75.75668298119967,0.03380831798401591,2.561206061451003
hu_lwk1,l1_center,44498502_20231228212147,157.0,19.422903772055076,161.4091586001489,27.036001856563406,-0.16308470684595014,-4.409158600148913
hu_lwk1,l1_center,44618370_20240409025456,168.63974719101122,23.924656289856557,165.77700590482806,41.87696727625642,0.06836075781078677,2.862741286183166
hu_lwk1,l1_center,44667428_20240316141920,192.41476407914763,23.348184340687954,197.78636363636363,66.39102345850505,-0.08090852040659949,-5.371599557216001
isles22,stroke_lesion,sub-strokecase0197,146.689448928833,45.25002322315584,65.4258724639049,35.13333858600431,2.3130046110760336,81.26357646492811
isles22,stroke_lesion,sub-strokecase0021,445.3597001534283,124.93615585564632,217.88715328296217,86.98972971072149,2.6149356367927017,227.47254687046615
isles22,stroke_lesion,sub-strokecase0245,154.69701787086652,40.6364803394533,89.08560510014378,24.455085205161005,2.682935247918942,65.61141277072274
isles22,stroke_lesion,sub-strokecase0044,326.8624982462301,84.20680994312664,160.5326346630106,116.93484379242643,1.4224148830784802,166.32986358321946
isles22,stroke_lesion,sub-strokecase0016,410.9860346867488,126.2218737608427,261.42261471674993,124.47837470816366,1.2015213013435075,149.56341996999885
isles22,stroke_lesion,sub-strokecase0218,524.9315542268924,148.0394888413854,279.78030380626427,123.43350568259606,1.9860996986095845,245.15125042062817
isles22,stroke_lesion,sub-strokecase0222,541.568263930597,124.64390525427822,174.38941140579792,129.31615527687896,2.83938885206758,367.17885252479914
isles22,stroke_lesion,sub-strokecase0023,321.39397008755805,193.2359106027882,95.14425135525832,107.67979761884679,2.101134304059704,226.24971873229973
isles22,stroke_lesion,sub-strokecase0108,318.92884991847046,98.45927665972127,189.4138842099791,54.25916980161004,2.386969129735544,129.51496570849136
isles22,stroke_lesion,sub-strokecase0152,383.3032934425851,93.3410604888,224.57157522776305,58.79543009179434,2.699728792990772,158.73171821482202
isles22,stroke_lesion,sub-strokecase0129,377.3656800446687,151.51043633414704,182.4353067069996,65.28821103915502,2.985690176670244,194.9303733376691
isles22,stroke_lesion,sub-strokecase0019,458.78977559561827,112.02663000566915,209.97603599477003,112.13889585031944,2.2187996011139597,248.81373960084824
isles22,stroke_lesion,sub-strokecase0103,327.5505377451579,80.94647287070539,209.33139366016053,60.397497826823894,1.957351651662992,118.21914408499737
isles22,stroke_lesion,sub-strokecase0153,158.5781419585472,62.97695700295109,86.70299104972456,38.824026921267475,1.8513058731201368,71.87515090882265
isles22,stroke_lesion,sub-strokecase0092,280.8374372499101,76.66062569572603,196.35084490927733,80.41563968528078,1.0506238788954543,84.4865923406328
isles22,stroke_lesion,sub-strokecase0029,417.52014744031374,163.1611844681575,196.36675320016457,95.75717441041131,2.3095229500274503,221.15339424014917
isles22,stroke_lesion,sub-strokecase0055,317.49888173625936,71.27229001960339,135.7682622132917,55.95359136542696,3.247881178675791,181.73061952296766
isles22,stroke_lesion,sub-strokecase0159,163.20847037487232,56.15572727207598,77.1227831050798,36.80776235381827,2.3387915870433456,86.08568726979252
isles22,stroke_lesion,sub-strokecase0231,450.7627409226454,135.26321482191184,205.75520441151144,95.23497490365652,2.57266339584097,245.00753651113394
isles22,stroke_lesion,sub-strokecase0193,401.8964968504269,83.10772459072855,178.18266932643098,72.0729555776122,3.1039912631180644,223.71382752399592
isles22,stroke_lesion,sub-strokecase0162,166.7065112505812,41.26362002607725,79.656199790366,36.1283616644225,2.4094729193453936,87.0503114602152
isles22,stroke_lesion,sub-strokecase0227,207.0548786114513,41.647155533220285,106.3348139758032,33.98873812494808,2.9633363057507056,100.7200646356481
isles22,stroke_lesion,sub-strokecase0093,201.43590981619698,22.743842958440215,144.18948535732804,15.999892615360384,3.577925318447783,57.246424458868944
isles22,stroke_lesion,sub-strokecase0213,505.5005416680331,166.6923779953852,214.42948572191142,122.66129026859583,2.3729658552896935,291.0710559461217
isles22,stroke_lesion,sub-strokecase0164,108.25454554281944,28.910707610974836,53.03813157047902,20.84480422544473,2.64892923561306,55.216413972340426
isles22,stroke_lesion,sub-strokecase0206,589.9356945616987,198.50846027235454,226.19419039154508,103.47447155858241,3.5152776832394115,363.74150417015363
isles22,stroke_lesion,sub-strokecase0223,401.3877171001429,134.10370481695037,175.8122666399758,115.05564182187013,1.9605770297542418,225.57545046016708
isles22,stroke_lesion,sub-strokecase0115,290.4391184488932,49.44287792055584,184.54535383648343,53.62188534674125,1.9748235622979955,105.8937646124098
isles22,stroke_lesion,sub-strokecase0186,175.03756403590975,45.7419214113373,89.75106203870932,46.919933853206544,1.8177029073895206,85.28650199720043
isles22,stroke_lesion,sub-strokecase0042,437.28771756901654,153.86335475410803,204.61363287353942,60.47258414484212,3.8475961320023466,232.67408469547712
isles22,stroke_lesion,sub-strokecase0185,371.30966133217623,78.75942294737202,158.52947030251855,84.28852163104476,2.524426628771964,212.7801910296577
isles22,stroke_lesion,sub-strokecase0085,366.3122221206837,53.67567117098599,207.66147718694603,106.21315264379335,1.4937014813231522,158.65074493373768
isles22,stroke_lesion,sub-strokecase0069,243.42850539263557,64.34560469225215,151.67635915645215,25.511535685851456,3.5964962583797866,91.75214623618342
isles22,stroke_lesion,sub-strokecase0179,380.3323184004775,105.69729820280806,148.19426465494823,99.89672725137636,2.323780346052834,232.13805374552928
isles22,stroke_lesion,sub-strokecase0134,230.95531378851996,46.36463489408176,124.11053725741557,43.28683138694946,2.468297416082518,106.84477653110439
isles22,stroke_lesion,sub-strokecase0138,343.2807287597656,82.02711537584993,239.75584022919713,45.028990972912716,2.299071864474428,103.52488853056849
isles22,stroke_lesion,sub-strokecase0172,388.4755086689205,59.60759652295692,209.57366397150696,118.31841255351713,1.5120372165613398,178.90184469741354
isles22,stroke_lesion,sub-strokecase0095,371.22767402895033,129.22023506740553,166.3281780677066,67.56940475196399,3.0324300425757125,204.89949596124373
isles22,stroke_lesion,sub-strokecase0106,446.64225855897655,94.13353614871956,246.97011955202208,82.97122980601401,2.4065225629084153,199.67213900695447
isles22,stroke_lesion,sub-strokecase0217,471.01602376552637,136.34471101981097,170.72796170921677,138.47099133797045,2.1685990472530685,300.2880620563096
shifts_ms,ms_lesion,ljubljana_dev_out_0013,153.20406925551166,18.84033270224785,117.07453484089885,17.888434554453674,2.019714597435417,36.129534414612806
shifts_ms,ms_lesion,best_train_0028,652.0172018559953,58.351217467219016,482.9424992717585,100.78094179769077,1.6776455735648352,169.07470258423677
